author,title,description,url,source,category,language,country,Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Log_Return,MA_50,Open_Normalized,High_Normalized,Low_Normalized,Close_Normalized,MA_200,RSI,MACD,Signal_Line,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,Price_Momentum,Volatility,BB_Band_Width,Distance_to_BB_Upper,Distance_to_BB_Lower,RSI_Rolling_Avg,MACD_Rolling_Avg,Close_Lag_1,Close_Lag_5,Volume_Lag_1,Volume_Lag_5,Close_Zscore,Volume_Zscore,Price_Direction,Pct_Change_from_MA_50,sentiment_score,sentiment,MA_500,Momentum,EMA_50,EMA_200,ATR,Stochastic,OBV,Williams_R
Reliance Securities,"Rupee And Bond Update - November 11, 2021: Reliance Securities","Rupee And Bond Update - November 11, 2021: Reliance Securities",https://www.bloombergquint.com/research-reports/rupee-and-bond-update-november-11-2021-reliance-securities,Bloomberg | Latest And Live Business,business,en,us,11/11/2021,1172.232666,1186.285278,1170.155884,1178.924438,1162.871094,10722478,0.001823619,0.001821959,1164.671465,1.278012541,1.293333232,1.275748354,1.285308165,1005.424239,50.41072693,-1.918072982,4.809758448,-6.72783143,1198.961578,1272.126289,1125.796868,2.856739655,0.012144484,146.3294212,-93.20185096,53.12757026,48.93469289,12.56760472,1176.778442,1146.18103,10253470,11989430,0.780048737,-0.539622608,1,1.401011345,0.296,1,1180.324914,2.145996,1170.171722,1183.403117,16.129394,76.14082773,21187570,-23.85917227
ABMN Staff,Short Interest in Reliance Steel &#038; Aluminum Co. (NYSE:RS) Increases By 34.5%,Short Interest in Reliance Steel &#038; Aluminum Co. (NYSE:RS) Increases By 34.5%,https://www.americanbankingnews.com/2021/12/02/short-interest-in-reliance-steel-aluminum-co-nysers-increases-by-34-5.html,americanbankingnews,general,en,us,12/2/2021,1139.766113,1151.99585,1136.027954,1145.834839,1130.231934,12720411,0.006424741,0.006404191,1164.664541,1.242616273,1.255949596,1.23854079,1.249232628,1021.954701,49.62099738,-13.3681027,-13.79250169,0.424398997,1143.133948,1204.288297,1081.979598,-0.405141184,0.026622609,122.3086988,-58.45345811,63.85524071,43.42961695,-11.06426133,1138.520142,1150.495972,10104610,42401936,0.486712095,-0.333604089,0,-2.349306756,0.4588,1,1180.074986,-30.943603,1169.217335,1183.029303,15.967896,19.51334496,8467159,-80.48665504
zee business,"RBI initiates insolvency proceedings against Reliance Capital at NCLT, Mumbai",RBI on Thursday filed an application for initiation of Corporate Insolvency Resolution Process (CIRP) against debt-ridden Reliance Capital at the Mumbai bench of the National Company Law Tribunal,https://www.zeebiz.com/companies/news-rbi-initiates-insolvency-proceedings-against-reliance-capital-at-nclt-mumbai-172351,Zee Business,business,en,us,12/2/2021,1139.766113,1151.99585,1136.027954,1145.834839,1130.231934,12720411,0.006424741,0.006404191,1164.657617,1.242616273,1.255949596,1.23854079,1.249232628,1021.954701,49.62099738,-13.3681027,-13.79250169,0.424398997,1143.133948,1204.288297,1081.979598,-0.405141184,0.026622609,122.3086988,-58.45345811,63.85524071,43.42961695,-11.06426133,1138.520142,1150.495972,10104610,42401936,0.486712095,-0.333604089,0,-2.349306756,0,0,1179.828654,-33.089599,1168.300374,1182.659209,15.967896,19.51334496,8467159,-80.48665504
OdAdmin,PVR partners with Kabir Khan and Reliance Entertainment for the exclusive release of ’83 @ PVR Promo,"New Delhi: PVR Ltd, the largest and the most premium film exhibition company in India in a yet another innovation in its movie promotion endeavors, announced that it had entered into an exclusive partnership with Kabir Khan and Reliance Entertainment, the producers of the much awaited ‘83 movie, for a joint digital release of the ’83 @ [&#8230;]",https://orissadiary.com/pvr-partners-with-kabir-khan-and-reliance-entertainment-for-the-exclusive-release-of-83-pvr-promo/,orissadiary,general,en,us,12/2/2021,1139.766113,1151.99585,1136.027954,1145.834839,1130.231934,12720411,0.006424741,0.006404191,1164.509936,1.242616273,1.255949596,1.23854079,1.249232628,1021.954701,49.62099738,-13.3681027,-13.79250169,0.424398997,1143.133948,1204.288297,1081.979598,-0.405141184,0.026622609,122.3086988,-58.45345811,63.85524071,43.42961695,-11.06426133,1138.520142,1150.495972,10104610,42401936,0.486712095,-0.333604089,0,-2.349306756,0.7003,1,1179.585841,-33.089599,1167.419373,1182.292798,15.967896,19.51334496,8467159,-80.48665504
Unknown,General Announcement::Additional Information to the Interim Results For the Six Months Ended 30 September 2021,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or any part of...https://www.marketscreener.com/quote/stock/CHINA-SOUTH-CITY-HOLDINGS-6170910/news/General-Announcement-Additional-Information-to-the-Interim-Results-For-the-Six-Months-Ended-30-Sept-37194734/?utm_medium=RSS&utm_content=20211202",https://www.marketscreener.com/quote/stock/CHINA-SOUTH-CITY-HOLDINGS-6170910/news/General-Announcement-Additional-Information-to-the-Interim-Results-For-the-Six-Months-Ended-30-Sept-37194734/?utm_medium=RSS&utm_content=20211202,4-traders,general,en,us,12/2/2021,1139.766113,1151.99585,1136.027954,1145.834839,1130.231934,12720411,0.006424741,0.006404191,1164.362256,1.242616273,1.255949596,1.23854079,1.249232628,1021.954701,49.62099738,-13.3681027,-13.79250169,0.424398997,1143.133948,1204.288297,1081.979598,-0.405141184,0.026622609,122.3086988,-58.45345811,63.85524071,43.42961695,-11.06426133,1138.520142,1150.495972,10104610,42401936,0.486712095,-0.333604089,0,-2.349306756,-0.8519,-1,1179.346472,-33.089599,1166.57292,1181.930032,15.967896,19.51334496,8467159,-80.48665504
Unknown,PROS : Four Ways Businesses Can Use Artificial Intelligence to Triumph in 2022,"(marketscreener.com) The last two years have delivered major disruption to the technology industry and broader business community. At the same time, reliance on digital platforms and eCommerce has exploded due to COVID-19 physical distancing and business closure requirements. With panic buying and supply chain shortages impacting pricing and...https://www.marketscreener.com/quote/stock/PROS-HOLDINGS-INC-55407/news/PROS-Four-Ways-Businesses-Can-Use-Artificial-Intelligence-to-Triumph-in-2022-37194480/?utm_medium=RSS&utm_content=20211202",https://www.marketscreener.com/quote/stock/PROS-HOLDINGS-INC-55407/news/PROS-Four-Ways-Businesses-Can-Use-Artificial-Intelligence-to-Triumph-in-2022-37194480/?utm_medium=RSS&utm_content=20211202,4-traders,general,en,us,12/2/2021,1139.766113,1151.99585,1136.027954,1145.834839,1130.231934,12720411,0.006424741,0.006404191,1164.214575,1.242616273,1.255949596,1.23854079,1.249232628,1021.954701,49.62099738,-13.3681027,-13.79250169,0.424398997,1143.133948,1204.288297,1081.979598,-0.405141184,0.026622609,122.3086988,-58.45345811,63.85524071,43.42961695,-11.06426133,1138.520142,1150.495972,10104610,42401936,0.486712095,-0.333604089,0,-2.349306756,-0.7506,-1,1179.110474,-33.089599,1165.759662,1181.570876,15.967896,19.51334496,8467159,-80.48665504
Unknown,RBI files application to initiate insolvency proceedings against Reliance Capital,RBI's application has been filed at the Mumbai Bench of NCLT.,https://www.businesstoday.in/latest/economy/story/rbi-files-application-to-initiate-insolvency-proceedings-against-reliance-capital-314260-2021-12-02?utm_source=rssfeed,Business Today | Latest Stock Market And Economy News India,business,en,in,12/2/2021,1139.766113,1151.99585,1136.027954,1145.834839,1130.231934,12720411,0.006424741,0.006404191,1164.066894,1.242616273,1.255949596,1.23854079,1.249232628,1021.954701,49.62099738,-13.3681027,-13.79250169,0.424398997,1143.133948,1204.288297,1081.979598,-0.405141184,0.026622609,122.3086988,-58.45345811,63.85524071,43.42961695,-11.06426133,1138.520142,1150.495972,10104610,42401936,0.486712095,-0.333604089,0,-2.349306756,0,0,1178.877778,-33.089599,1164.978297,1181.215293,15.967896,19.51334496,8467159,-80.48665504
ABMN Staff,Nisa Investment Advisors LLC Has $10.04 Million Position in Reliance Steel &#038; Aluminum Co. (NYSE:RS),Nisa Investment Advisors LLC Has $10.04 Million Position in Reliance Steel &#038; Aluminum Co. (NYSE:RS),https://www.americanbankingnews.com/2021/12/02/nisa-investment-advisors-llc-has-10-04-million-position-in-reliance-steel-aluminum-co-nysers.html,americanbankingnews,general,en,us,12/2/2021,1139.766113,1151.99585,1136.027954,1145.834839,1130.231934,12720411,0.006424741,0.006404191,1163.919214,1.242616273,1.255949596,1.23854079,1.249232628,1021.954701,49.62099738,-13.3681027,-13.79250169,0.424398997,1143.133948,1204.288297,1081.979598,-0.405141184,0.026622609,122.3086988,-58.45345811,63.85524071,43.42961695,-11.06426133,1138.520142,1150.495972,10104610,42401936,0.486712095,-0.333604089,0,-2.349306756,0,0,1178.648313,-33.089599,1164.227573,1180.863249,15.967896,19.51334496,8467159,-80.48665504
Nickey Mirchandani,Reliance Power Defaults On Interest Payment To Banks,Reliance Power Defaults On Interest Payment To Banks,https://www.bloombergquint.com/business/reliance-power-defaults-on-interest-payment-to-banks,Bloomberg | Latest And Live Business,business,en,us,12/2/2021,1139.766113,1151.99585,1136.027954,1145.834839,1130.231934,12720411,0.006424741,0.006404191,1163.771533,1.242616273,1.255949596,1.23854079,1.249232628,1021.954701,49.62099738,-13.3681027,-13.79250169,0.424398997,1143.133948,1204.288297,1081.979598,-0.405141184,0.026622609,122.3086988,-58.45345811,63.85524071,43.42961695,-11.06426133,1138.520142,1150.495972,10104610,42401936,0.486712095,-0.333604089,0,-2.349306756,0.4588,1,1178.422013,-33.089599,1163.506289,1180.514708,15.967896,19.51334496,8467159,-80.48665504
Unknown,NetEase : Announcement &ndash; Proposed Spin-off and Separate Listing of Cloud Village Inc. on the Main Board of The Stock Exchange of Hong Kong Limited &ndash; Listing of Cloud Village Inc. and Commencement of Dealings of Cloud Village Inc. Shares - Form 6-K,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or any part...https://www.marketscreener.com/quote/stock/NETEASE-INC-10259/news/NetEase-Announcement-ndash-Proposed-Spin-off-and-Separate-Listing-of-Cloud-Village-Inc-on-the-M-37190522/?utm_medium=RSS&utm_content=20211202",https://www.marketscreener.com/quote/stock/NETEASE-INC-10259/news/NetEase-Announcement-ndash-Proposed-Spin-off-and-Separate-Listing-of-Cloud-Village-Inc-on-the-M-37190522/?utm_medium=RSS&utm_content=20211202,4-traders,general,en,us,12/2/2021,1139.766113,1151.99585,1136.027954,1145.834839,1130.231934,12720411,0.006424741,0.006404191,1163.623852,1.242616273,1.255949596,1.23854079,1.249232628,1021.954701,49.62099738,-13.3681027,-13.79250169,0.424398997,1143.133948,1204.288297,1081.979598,-0.405141184,0.026622609,122.3086988,-58.45345811,63.85524071,43.42961695,-11.06426133,1138.520142,1150.495972,10104610,42401936,0.486712095,-0.333604089,0,-2.349306756,-0.8519,-1,1178.198813,-33.089599,1162.813291,1180.169634,15.967896,19.51334496,8467159,-80.48665504
Reliance Securities,Anand Rathi Wealth IPO - Healthy Prospects; Valuations Look Pricey: Reliance Securities,Anand Rathi Wealth IPO - Healthy Prospects; Valuations Look Pricey: Reliance Securities,https://www.bloombergquint.com/research-reports/anand-rathi-wealth-ipo-healthy-prospects-valuations-look-pricey-reliance-securities,Bloomberg | Latest And Live Business,business,en,us,12/2/2021,1139.766113,1151.99585,1136.027954,1145.834839,1130.231934,12720411,0.006424741,0.006404191,1163.476172,1.242616273,1.255949596,1.23854079,1.249232628,1021.954701,49.62099738,-13.3681027,-13.79250169,0.424398997,1143.133948,1204.288297,1081.979598,-0.405141184,0.026622609,122.3086988,-58.45345811,63.85524071,43.42961695,-11.06426133,1138.520142,1150.495972,10104610,42401936,0.486712095,-0.333604089,0,-2.349306756,0.8519,1,1177.97865,-33.089599,1162.147469,1179.827994,15.967896,19.51334496,8467159,-80.48665504
ABMN Staff,"Deroy &#038; Devereaux Private Investment Counsel Inc. Sells 1,578 Shares of Reliance Steel &#038; Aluminum Co. (NYSE:RS)","Deroy &#038; Devereaux Private Investment Counsel Inc. Sells 1,578 Shares of Reliance Steel &#038; Aluminum Co. (NYSE:RS)",https://www.americanbankingnews.com/2021/12/03/deroy-devereaux-private-investment-counsel-inc-sells-1578-shares-of-reliance-steel-aluminum-co-nysers.html,americanbankingnews,general,en,us,12/3/2021,1153.01123,1153.057373,1107.599609,1111.406982,1096.272827,19222481,-0.03004609,-0.030506724,1162.639934,1.257056602,1.257106909,1.20754713,1.211698072,1022.95604,43.60945483,-14.1707664,-13.86815463,-0.30261177,1141.395245,1204.062823,1078.727668,-0.180307415,0.027159836,125.3351545,-92.65584053,32.67931393,42.56888172,-12.06503258,1145.834839,1113.414551,12720411,15763138,0.181511903,0.336862255,0,-5.285973097,0.296,1,1177.528842,-34.427857,1160.157646,1179.147188,45.457764,4.838712117,-10755322,-95.16128788
msmash,"Amazon Charges Sellers Fees That Are High Enough To Offset Losses from Prime, a New Report Says","The massive reach of Amazon's e-commerce platform is appealing for any small business that wants to sell its products online. But a new report suggests that the cost of doing business can become a Faustian bargain for a third-party seller, as the fees that Amazon charges them can quickly eat into profits. From a report: Amazon Toll Road, a report from the nonprofit Institute for Local Self-Reliance (ILSR), found that Amazon charged third-party sellers a total of $121 billion in fees this year alone. According to the report, written by ILSR co-director Stacy Mitchell, those fees -- for things...",https://slashdot.org/story/21/12/03/1642238/amazon-charges-sellers-fees-that-are-high-enough-to-offset-losses-from-prime-a-new-report-says?utm_source=rss1.0mainlinkanon&utm_medium=feed,slashdot,general,en,us,12/3/2021,1153.01123,1153.057373,1107.599609,1111.406982,1096.272827,19222481,-0.03004609,-0.030506724,1161.775083,1.257056602,1.257106909,1.20754713,1.211698072,1022.95604,43.60945483,-14.1707664,-13.86815463,-0.30261177,1141.395245,1204.062823,1078.727668,-0.180307415,0.027159836,125.3351545,-92.65584053,32.67931393,42.56888172,-12.06503258,1145.834839,1113.414551,12720411,15763138,0.181511903,0.336862255,0,-5.285973097,0.5994,1,1177.085071,-34.427857,1158.245856,1178.473156,45.457764,4.838712117,-10755322,-95.16128788
Bharat Sharma,"Mukesh Ambani 'Believes' In Blockchain Tech, Bullish On Cryptocurrencies","India's Reliance Industries' chief Mukesh Ambani on Friday endorsed blockchain technology, saying it has the potential to redefine the financial world",https://www.indiatimes.com/technology/news/mukesh-ambani-blockchain-crypto-555899.html,Indiatimes,general,en,in,12/3/2021,1153.01123,1153.057373,1107.599609,1111.406982,1096.272827,19222481,-0.03004609,-0.030506724,1160.910232,1.257056602,1.257106909,1.20754713,1.211698072,1022.95604,43.60945483,-14.1707664,-13.86815463,-0.30261177,1141.395245,1204.062823,1078.727668,-0.180307415,0.027159836,125.3351545,-92.65584053,32.67931393,42.56888172,-12.06503258,1145.834839,1113.414551,12720411,15763138,0.181511903,0.336862255,0,-5.285973097,0.25,1,1176.647217,-34.427857,1156.409037,1177.805831,45.457764,4.838712117,-10755322,-95.16128788
OdAdmin,"InFinity Forum: Q&A session with Mukesh Ambani, CMD, Reliance Industries Limited","1. The world has come a long way from the age of computerisation and basic connectivity through the Internet. Covid has accelerated digitization of all aspects of business and life. Enterprises have learnt to work remotely and increased their use of tech, and people have learnt to consume everything digitally, even sectors like education, healthcare, [&#8230;]",https://orissadiary.com/infinity-forum-qa-session-with-mukesh-ambani-cmd-reliance-industries-limited/,orissadiary,general,en,us,12/3/2021,1153.01123,1153.057373,1107.599609,1111.406982,1096.272827,19222481,-0.03004609,-0.030506724,1160.045381,1.257056602,1.257106909,1.20754713,1.211698072,1022.95604,43.60945483,-14.1707664,-13.86815463,-0.30261177,1141.395245,1204.062823,1078.727668,-0.180307415,0.027159836,125.3351545,-92.65584053,32.67931393,42.56888172,-12.06503258,1145.834839,1113.414551,12720411,15763138,0.181511903,0.336862255,0,-5.285973097,0.5574,1,1176.215162,-34.427857,1154.644251,1177.145146,45.457764,8.375627539,-10755322,-91.62437246
Unknown,"Emperor International : US$250,000,000 4.50% Notes Due September 2023 - Purchase and Cancellation of Part of the Notes","(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or...https://www.marketscreener.com/quote/stock/EMPEROR-INTERNATIONAL-HOL-1412753/news/Emperor-International-US-250-000-000-4-50-Notes-Due-September-2023-Purchase-and-Cancellation-of-37203455/?utm_medium=RSS&utm_content=20211203",https://www.marketscreener.com/quote/stock/EMPEROR-INTERNATIONAL-HOL-1412753/news/Emperor-International-US-250-000-000-4-50-Notes-Due-September-2023-Purchase-and-Cancellation-of-37203455/?utm_medium=RSS&utm_content=20211203,4-traders,general,en,us,12/3/2021,1153.01123,1153.057373,1107.599609,1111.406982,1096.272827,19222481,-0.03004609,-0.030506724,1159.18053,1.257056602,1.257106909,1.20754713,1.211698072,1022.95604,43.60945483,-14.1707664,-13.86815463,-0.30261177,1141.395245,1204.062823,1078.727668,-0.180307415,0.027159836,125.3351545,-92.65584053,32.67931393,42.56888172,-12.06503258,1145.834839,1113.414551,12720411,15763138,0.181511903,0.336862255,0,-5.285973097,-0.8519,-1,1175.788793,-34.427857,1152.948671,1176.491035,45.457764,8.375627539,-10755322,-91.62437246
Unknown,General Announcement::INSIDE INFORMATION,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or...https://www.marketscreener.com/quote/stock/CHINA-EVERGRANDE-GROUP-6171025/news/General-Announcement-INSIDE-INFORMATION-37203382/?utm_medium=RSS&utm_content=20211203",https://www.marketscreener.com/quote/stock/CHINA-EVERGRANDE-GROUP-6171025/news/General-Announcement-INSIDE-INFORMATION-37203382/?utm_medium=RSS&utm_content=20211203,4-traders,general,en,us,12/3/2021,1153.01123,1153.057373,1107.599609,1111.406982,1096.272827,19222481,-0.03004609,-0.030506724,1158.315678,1.257056602,1.257106909,1.20754713,1.211698072,1022.95604,43.60945483,-14.1707664,-13.86815463,-0.30261177,1141.395245,1204.062823,1078.727668,-0.180307415,0.027159836,125.3351545,-92.65584053,32.67931393,42.56888172,-12.06503258,1145.834839,1113.414551,12720411,15763138,0.181511903,0.336862255,0,-5.285973097,-0.8519,-1,1175.367996,-34.427857,1151.319586,1175.843433,45.457764,8.375627539,-10755322,-91.62437246
ABMN Staff,"Venturi Wealth Management LLC Sells 1,025 Shares of Reliance Steel &#038; Aluminum Co. (NYSE:RS)","Venturi Wealth Management LLC Sells 1,025 Shares of Reliance Steel &#038; Aluminum Co. (NYSE:RS)",https://www.americanbankingnews.com/2021/12/03/venturi-wealth-management-llc-sells-1025-shares-of-reliance-steel-aluminum-co-nysers.html,americanbankingnews,general,en,us,12/3/2021,1153.01123,1153.057373,1107.599609,1111.406982,1096.272827,19222481,-0.03004609,-0.030506724,1157.450827,1.257056602,1.257106909,1.20754713,1.211698072,1022.95604,43.60945483,-14.1707664,-13.86815463,-0.30261177,1141.395245,1204.062823,1078.727668,-0.180307415,0.027159836,125.3351545,-92.65584053,32.67931393,42.56888172,-12.06503258,1145.834839,1113.414551,12720411,15763138,0.181511903,0.336862255,0,-5.285973097,0.6597,1,1174.952665,-34.427857,1149.754385,1175.202274,45.457764,8.375627539,-10755322,-91.62437246
ABMN Staff,CENTRAL TRUST Co Acquires 896 Shares of Reliance Steel &#038; Aluminum Co. (NYSE:RS),CENTRAL TRUST Co Acquires 896 Shares of Reliance Steel &#038; Aluminum Co. (NYSE:RS),https://www.americanbankingnews.com/2021/12/03/central-trust-co-acquires-896-shares-of-reliance-steel-aluminum-co-nysers.html,americanbankingnews,general,en,us,12/3/2021,1153.01123,1153.057373,1107.599609,1111.406982,1096.272827,19222481,-0.03004609,-0.030506724,1156.585976,1.257056602,1.257106909,1.20754713,1.211698072,1022.95604,43.60945483,-14.1707664,-13.86815463,-0.30261177,1141.395245,1204.062823,1078.727668,-0.180307415,0.027159836,125.3351545,-92.65584053,32.67931393,42.56888172,-12.06503258,1145.834839,1113.414551,12720411,15763138,0.181511903,0.336862255,0,-5.285973097,0.7378,1,1174.542693,-34.427857,1148.250566,1174.567495,45.457764,8.375627539,-10755322,-91.62437246
Reuters,Macy's reliance on stores for e-commerce weighs on mulled split,Macy's reliance on stores for e-commerce weighs on mulled split,https://www.investing.com/news/stock-market-news/macys-reliance-on-stores-for-ecommerce-weighs-on-mulled-split-2698725,Investing.com | Stock Market Quotes &amp; Financial News,business,en,us,12/3/2021,1153.01123,1153.057373,1107.599609,1111.406982,1096.272827,19222481,-0.03004609,-0.030506724,1155.721125,1.257056602,1.257106909,1.20754713,1.211698072,1022.95604,43.60945483,-14.1707664,-13.86815463,-0.30261177,1141.395245,1204.062823,1078.727668,-0.180307415,0.027159836,125.3351545,-92.65584053,32.67931393,42.56888172,-12.06503258,1145.834839,1113.414551,12720411,15763138,0.181511903,0.336862255,0,-5.285973097,0,0,1174.137977,-34.427857,1146.805719,1173.939032,45.457764,8.375627539,-10755322,-91.62437246
Unknown,"Post 5G rollout, India to have most advanced digital infra: Mukesh Ambani","India can lead the Digital Society and become a global leader in its own right, said Mukesh Ambani, Chairman and Managing Director, Reliance Industries Limited (RIL)",https://www.business-standard.com/article/technology/post-5g-rollout-india-to-have-most-advanced-digital-infra-mukesh-ambani-121120300837_1.html,Business Standard,business,en,us,12/3/2021,1153.01123,1153.057373,1107.599609,1111.406982,1096.272827,19222481,-0.03004609,-0.030506724,1154.856274,1.257056602,1.257106909,1.20754713,1.211698072,1022.95604,43.60945483,-14.1707664,-13.86815463,-0.30261177,1141.395245,1204.062823,1078.727668,-0.180307415,0.027159836,125.3351545,-92.65584053,32.67931393,42.56888172,-12.06503258,1145.834839,1113.414551,12720411,15763138,0.181511903,0.336862255,0,-5.285973097,-0.2263,-1,1173.738416,-34.427857,1145.417533,1173.316823,45.457764,8.375627539,-10755322,-91.62437246
Megan King,Ontario auditor general raises concerns about colleges’ reliance on international students,The latest report from the Auditor General of Ontario raises concerns about colleges and their increased reliance on international student fees.,https://globalnews.ca/news/8429570/ontario-auditor-general-concerns-colleges-reliance-international-students/,chbcnews,general,en,ca,12/6/2021,1114.983643,1119.137085,1087.824341,1090.339478,1075.49231,10332254,-0.018955707,-0.019137669,1153.570073,1.215597483,1.220125723,1.185987381,1.188729479,1023.664212,40.38519248,-16.31874238,-14.35827218,-1.960470194,1138.251276,1204.440895,1072.061656,-3.231621374,0.027418649,132.3792385,-114.1014169,18.27782167,41.64992493,-13.27751577,1111.406982,1126.751831,19222481,24325354,-0.005249831,-0.579860879,1,-7.031690968,0.2732,1,1173.210575,-21.067504,1143.25761,1172.491177,31.312744,3.85561873,-21087576,-96.14438127
Unknown,Shimao : Placing of Existing Shares and Top-up Subscription of New Shares under General Mandate,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or...https://www.marketscreener.com/quote/stock/SHIMAO-GROUP-HOLDINGS-LIM-6170672/news/Shimao-Placing-of-Existing-Shares-and-Top-up-Subscription-of-New-Shares-under-General-Mandate-37228333/?utm_medium=RSS&utm_content=20211206",https://www.marketscreener.com/quote/stock/SHIMAO-GROUP-HOLDINGS-LIM-6170672/news/Shimao-Placing-of-Existing-Shares-and-Top-up-Subscription-of-New-Shares-under-General-Mandate-37228333/?utm_medium=RSS&utm_content=20211206,4-traders,general,en,us,12/6/2021,1114.983643,1119.137085,1087.824341,1090.339478,1075.49231,10332254,-0.018955707,-0.019137669,1152.101579,1.215597483,1.220125723,1.185987381,1.188729479,1023.664212,40.38519248,-16.31874238,-14.35827218,-1.960470194,1138.251276,1204.440895,1072.061656,-3.231621374,0.027418649,132.3792385,-114.1014169,18.27782167,41.64992493,-13.27751577,1111.406982,1126.751831,19222481,24325354,-0.005249831,-0.579860879,1,-7.031690968,-0.8519,-1,1172.689373,-21.067504,1141.182389,1171.673748,31.312744,3.85561873,-21087576,-96.14438127
"Aidan Lynd, Staff Writer",Technology: A step forward or a huge mistake?,"Isolation, increased reliance on technology, and dropping grades have plagued students during the 2020-2021 school year, yet many teachers are still instituting the methods they used last year. Following a long year of remote learning, many students yearned for a return to traditional pencil and paper schooling, but many teachers had already made the switch...",https://scotscoop.com/technology-a-step-forward-or-a-huge-mistake/,scotscoop,general,en,us,12/6/2021,1114.983643,1119.137085,1087.824341,1090.339478,1075.49231,10332254,-0.018955707,-0.019137669,1150.633086,1.215597483,1.220125723,1.185987381,1.188729479,1023.664212,40.38519248,-16.31874238,-14.35827218,-1.960470194,1138.251276,1204.440895,1072.061656,-3.231621374,0.027418649,132.3792385,-114.1014169,18.27782167,41.64992493,-13.27751577,1111.406982,1126.751831,19222481,24325354,-0.005249831,-0.579860879,1,-7.031690968,-0.0772,-1,1172.174686,-21.067504,1139.188549,1170.864451,31.312744,3.85561873,-21087576,-96.14438127
Rintu Mariam Biju,Reliance Capital's Insolvency: NCLT Admits RBI's Application,Reliance Capital's Insolvency: NCLT Admits RBI's Application,https://www.bloombergquint.com/law-and-policy/nclt-mumbai-admits-rbis-application-insolvency-reliance-cap,Bloomberg | Latest And Live Business,business,en,us,12/6/2021,1114.983643,1119.137085,1087.824341,1090.339478,1075.49231,10332254,-0.018955707,-0.019137669,1149.164592,1.215597483,1.220125723,1.185987381,1.188729479,1023.664212,40.38519248,-16.31874238,-14.35827218,-1.960470194,1138.251276,1204.440895,1072.061656,-3.231621374,0.027418649,132.3792385,-114.1014169,18.27782167,41.64992493,-13.27751577,1111.406982,1126.751831,19222481,24325354,-0.005249831,-0.579860879,1,-7.031690968,0.296,1,1171.666393,-21.067504,1137.272899,1170.063208,31.312744,3.85561873,-21087576,-96.14438127
Unknown,NCLT allows RBI's plea for bankruptcy proceedings against Reliance Capital,The bankruptcy tribunal has also confirmed the appointment of Y Nageswar Rao as the administrator of the company,https://www.business-standard.com/article/companies/nclt-allows-rbi-s-plea-for-bankruptcy-proceedings-against-reliance-capital-121120600998_1.html,Business Standard,business,en,us,12/6/2021,1114.983643,1119.137085,1087.824341,1090.339478,1075.49231,10332254,-0.018955707,-0.019137669,1147.696098,1.215597483,1.220125723,1.185987381,1.188729479,1023.664212,40.38519248,-16.31874238,-14.35827218,-1.960470194,1138.251276,1204.440895,1072.061656,-3.231621374,0.027418649,132.3792385,-114.1014169,18.27782167,41.64992493,-13.27751577,1111.406982,1126.751831,19222481,24325354,-0.005249831,-0.579860879,1,-7.031690968,0,0,1171.164375,-21.067504,1135.432373,1169.269937,31.312744,3.85561873,-21087576,-96.14438127
Unknown,NCLT admits RBI plea to initiate insolvency proceedings against Reliance Capital,RBI had on November 29 superseded the board of Anil Ambani-promoted Reliance Capital Ltd (RCL) in view of payment defaults and serious governance issues.,https://www.businesstoday.in/latest/corporate/story/nclt-admits-rbi-plea-to-initiate-insolvency-proceedings-against-reliance-capital-314573-2021-12-06?utm_source=rssfeed,Business Today | Latest Stock Market And Economy News India,business,en,in,12/6/2021,1114.983643,1119.137085,1087.824341,1090.339478,1075.49231,10332254,-0.018955707,-0.019137669,1146.227605,1.215597483,1.220125723,1.185987381,1.188729479,1023.664212,40.38519248,-16.31874238,-14.35827218,-1.960470194,1138.251276,1204.440895,1072.061656,-3.231621374,0.027418649,132.3792385,-114.1014169,18.27782167,41.64992493,-13.27751577,1111.406982,1126.751831,19222481,24325354,-0.005249831,-0.579860879,1,-7.031690968,-0.0772,-1,1170.668517,-21.067504,1133.664024,1168.484559,31.312744,3.85561873,-21087576,-96.14438127
